movieId,Movie,Year,Certificate,Genre,Overview,Runtime,moviePoster
1141,Rendu Rella Aaru,1985,U,Comedy            ,nan,0,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Rendu_Rellu_Aaru.jpg/330px-Rendu_Rellu_Aaru.jpg
1142,Sampoorna Ramayanam,1972,U,"Drama, Family, Fantasy            ",    This film depicts the complete life of Sri Rama.,190,https://upload.wikimedia.org/wikipedia/en/1/17/Sampoorna_Ramayanam_1971.jpg
1143,Chuttalabbayi,2016,UA,Action            ,"    A loan recovery agent assists a young woman run away from home, without realizing that she is the sister of a police commissioner, who thinks that they are eloping together. What will the future hold in store for them?",135,https://upload.wikimedia.org/wikipedia/en/0/05/Chuttalabbayi.jpg
1144,Columbus,2015,UA,Comedy            ,"    Ashwin(Sumanth Ashwin) is a college going youth who falls in love with Indu(Mishti). As time passes by, Ashwin leaves all his career goals behind and lives life with only Indu's point of ...                See full summaryÂ Â»",127,https://upload.wikimedia.org/wikipedia/en/d/dd/Columbus_telugu.jpg
1145,Raagala 24 Gantallo,2019,UA,Thriller            ,    A happy wife is accused of her husband's suspicious death.,134,https://upload.wikimedia.org/wikipedia/en/9/90/Raagala_24_Gantallo_poster.jpg
1146,Andala Ramudu,2006,,Comedy            ,nan,0,https://upload.wikimedia.org/wikipedia/en/8/83/Andala-Ramudu-2006.jpg
1147,Brahma Puthrudu,1988,,Drama            ,"    Sridevi's mother is devastated after her husband deserts her. In search for her father, Sridevi finds help from Shakthi.",144,https://upload.wikimedia.org/wikipedia/en/9/9d/Brahma_Puthrudu.jpg
1148,Alibaba Aradajanu Dongalu,1994,U,Comedy            ,nan,0,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Alibaba_Aradajanu_Dongalu.jpg/330px-Alibaba_Aradajanu_Dongalu.jpg
1149,Thipparaa Meesam,2019,UA,Romance            ,"    An extremely talented DJ working in a local night pub, who is also a spoiled brat, gets involved in an adventure where he must fight against all odds to survive.",152,https://upload.wikimedia.org/wikipedia/en/8/82/Thipparaa_Meesam.jpg
1150,Sitaara,1983,U,"Drama, Romance            ","    Sitaara becomes a film star with the help of Devdas who likes her. She had loved Raju who is believed dead. When her past about her brother gets exposed, she is dejected. Devdas learns that Raju is alive and strives to get them reunited.",144,https://upload.wikimedia.org/wikipedia/en/8/8c/Sitaara_%281984%29.jpg
1151,Chettaniki Kallu Levu,1981,A,"Action, Drama, Crime            ","    As a young boy, Chiranjeevi sees the murder of his father and sister, but the killers are released because of lack of evidence. This enrages him and he is out to seek revenge in a way not ...                See full summaryÂ Â»",141,https://upload.wikimedia.org/wikipedia/en/d/d3/Chattaniki_Kallu_Levu.jpg
1152,Manasuku Nachindhi,2018,,Romance            ,"    Nithya (Amyra Dastur) and Suraj (Sundeep Kishen) are best friends who live together in Goa. While Nithya loves nature and finds solace in it, Suraj is an aimless youth, who likes to party. ...                See full summaryÂ Â»",148,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Manasuku_Nachindi_poster.jpeg/330px-Manasuku_Nachindi_poster.jpeg
1153,Om 3D,2013,UA,"Action, Thriller            ","    Arjun shares a deep bond with his father Harishchandra, an influential man with many enemies. As Arjun sets out to thwart the plans of the enemies to kill his father, he learns a shocking truth.",107,https://upload.wikimedia.org/wikipedia/en/1/11/Om_3D_film_poster.jpg
1154,Action,2013,,Comedy            ,"    Bava (Allari Naresh), Ajay (Kick Shyam), Shiva (Vaibhav) and Purush (Raju Sundaram) are thick friends. They grow up together and share everything in life. While Bava is an easy going person...                See full summaryÂ Â»",146,https://upload.wikimedia.org/wikipedia/en/6/60/Action_3D_poster.jpg
1155,Dongala Bandi,2008,,Comedy            ,nan,0,https://upload.wikimedia.org/wikipedia/en/1/13/Dongala_Bandi.jpg
1156,Sultan,1999,U,Family            ,nan,143,https://upload.wikimedia.org/wikipedia/en/4/4d/Cd_cover_of_Sultan_film.jpg
1157,Love Today,2004,,"Drama, Romance            ",nan,0,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Love_Today_%282004_film%29.jpg/330px-Love_Today_%282004_film%29.jpg
1158,Samanyudu,2006,UA,Action            ,    Chandra is the editor of the newspaper 'Addam'. He has a gang of friends who help him with the operations. Chandra is a victim of home minister Raju who murdered his father. Chandra wants ...                See full summaryÂ Â»,0,https://upload.wikimedia.org/wikipedia/en/4/41/Samanyudu.jpg
1159,Sathruvu,1990,,"Action, Drama            ","    Shatruvu / Satruvu is the story of Ashok (Venkatesh), a junior lawyer who works for advocate Durga Prasad (Vijay Kumar), a fighter of justice. Durga Prasad gathers evidence against ...                See full summaryÂ Â»",138,https://upload.wikimedia.org/wikipedia/en/d/d8/Sathruvu_poster.jpg
1160,Gandeevam,1994,U,Drama            ,"    The story opens with Chakravarthy (Akkineni Nageswara Rao), a millionaire who has everything in his life. He is a successful businessman and has achieved everything in his life, but he ...                See full summaryÂ Â»",0,https://upload.wikimedia.org/wikipedia/en/9/9e/Gandeevam_telugu.jpg
1161,Punnami Naagu,1980,U,"Drama, Horror            ","    Naagulu is forced to consume poison since childhood by his father making him immune to the snake bite. On every full moon day , Naagulu searches for a woman and kills her . One day, he ...                See full summaryÂ Â»",130,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Punnami_Naagu.jpg/330px-Punnami_Naagu.jpg
1162,Jyothi Lakshmi,2015,,Drama            ,    Jyothi Lakshmi revolves around the life of a small time heroine struggling in the film industry and the perspectives of various people who have a low opinion about girls working in the film industry.,135,https://upload.wikimedia.org/wikipedia/en/8/8f/Jyothy_Lakshmi_poster.jpg
1163,Avakai Biryani,2008,U,"Family, Romance            ","    Lakshmi, a Brahmin girl who dreams to be an entrepreneur, and, Akbar, a Muslim auto driver who hopes to become a commerce graduate , fall in love. Challenges they overcome that stand in their way to become ONE.",0,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/AvakaiBiryani_Poster.jpg/330px-AvakaiBiryani_Poster.jpg
1164,Lorry Driver,1990,,"Action, Crime            ","    When a lorry driver helps the cops catch the man responsible for the murder of a bank manager, he unearths a counterfeit money scam. Unfortunately, this does not go down well with the mastermind behind the scheme.",135,https://upload.wikimedia.org/wikipedia/en/6/65/Lorry_Driver_%28film%29.jpg
1165,Padaharella Vayasu,1978,U,Drama            ,    Angara satyam is the producer of this movie,140,https://upload.wikimedia.org/wikipedia/en/6/65/Lorry_Driver_%28film%29.jpg
1166,Prananiki Pranam,1990,,"Action, Drama, Family            ",nan,130,https://upload.wikimedia.org/wikipedia/en/d/d3/Prananiki_Pranam.jpg
1167,Akasa Veedhilo,2001,,"Drama, Family            ",nan,0,https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/Akasa_Veedhilo.jpg/330px-Akasa_Veedhilo.jpg
1168,Totti Gang,2002,,Comedy            ,"    Best buddies since childhood. They form a band that does multi purpose jobs like acting as band of boys for marriages, professional catchers of dogs, and cremation service guys.",0,https://upload.wikimedia.org/wikipedia/en/5/50/Thotti_Gang.jpg
1169,Allari,2002,,"Comedy, Romance            ",    A coming of age story of triangular romance between a boy and two girls that explores the twin emotions of true love and teenage infatuation in a boy who perpetually finds himself in complicated situations both at home and outside.,0,https://upload.wikimedia.org/wikipedia/en/5/57/Allari.jpg
1170,Savitri,2016,,"Comedy, Drama, Family            ","    Savitri is a girl who is fascinated with wedding ceremonies. When she gets engaged, she travels to Shirdi and in the train she meets a doctor Rishi, who falls in love with her. Meanwhile, ...                See full summaryÂ Â»",128,https://upload.wikimedia.org/wikipedia/en/e/e4/Savitri_telugu.jpg
1171,Peddinti Alludu,1991,,"Comedy, Romance            ",nan,0,https://upload.wikimedia.org/wikipedia/en/1/12/Peddintalludu.jpg
1172,143,2004,,"Action, Romance, Thriller            ","    A man elopes with his childhood sweetheart, but soon fate separates them. The woman finds herself with a Communist guerrilla group and the man lands up at the house of a journalist, both thinking that the other is no more.",143,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTYBWQGNo4sZ4qlzaATT0Z-FsDd_a2BrTNhL9ISkIGR0BIqDTKDpNWyk2Hs4jrcvkE4oojy
1173,Superman,1980,Unrated,"Fantasy, Musical, Sci-Fi            ",    An alien orphan is sent to earth where he becomes a superhero.,135,https://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Superman_%281980_film%29.jpg/330px-Superman_%281980_film%29.jpg
1174,Abhinandana,1988,,"Drama, Romance            ",    She loves someone but marries someone else. All three lives struggle until a solution is found.,130,https://upload.wikimedia.org/wikipedia/en/4/4e/Abhinandana.jpg
1175,Justice Chowdhary,1982,U,"Action, Drama            ",    A sincere lawyer R. K. Chowdhary faces a lot of problems from a gangster Papa Rao after winning a case against him.,141,https://upload.wikimedia.org/wikipedia/en/3/3f/Justice_Chowdary.jpg
1176,Gharana Bullodu,1995,U,"Comedy, Romance            ",nan,146,https://upload.wikimedia.org/wikipedia/en/5/54/Gharana_Bullodu.jpg
1177,Intlo Ramayya Veedilo Krishnayya,1982,U,"Comedy, Drama, Romance            ",nan,125,https://upload.wikimedia.org/wikipedia/en/5/53/Intlo_Ramayya_Veedhilo_Krishnayya_poster.jpg
1178,Anna Thamudu,1990,,"Action, Drama            ",nan,126,https://upload.wikimedia.org/wikipedia/en/5/53/Anna_Thammudu_%281990_film%29.jpg
1179,Krishnamma Kalipindi Iddarini,2015,,"Drama, Romance            ",    This film is the remake of the hit Kannada film - Charminar. This is the journey of love of a young boy. The film shows how love can inspire and aspire to be the best and give the best to ...                See full summaryÂ Â»,0,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/KKI_Poster.jpg/330px-KKI_Poster.jpg
1180,Nandhi,2002,UA,"Action, Drama            ","    A murderer, wants an honest peaceful life, go to law college to complete his graduation.",125,https://upload.wikimedia.org/wikipedia/en/d/dd/Nandhi_Movie.jpg
1181,Sons of Ram,2012,U,"Animation, Drama, Musical            ","    Surayavanshi Ram of Ayodhya, the greatest warrior king that ever lived, was forced to send his beloved wife Sita into exile, thus leading him and his kingdom to despair and towards an empty...                See full summaryÂ Â»",85,https://upload.wikimedia.org/wikipedia/en/5/56/Sons_of_Ram.jpg
1182,Kondapalli Raja,1993,U,"Action, Drama            ",nan,0,https://upload.wikimedia.org/wikipedia/en/8/8f/Kondapalli_Raja.jpg
1183,Bava Nachadu,2001,,"Comedy, Drama, Romance            ",    A happy marriage lands in trouble after the wife's sister develops an infatuation with her brother-in-law.,0,https://upload.wikimedia.org/wikipedia/en/f/f0/Bava_Nachadu.jpg
1184,Seema Simham,2002,,"Action, Drama            ",nan,0,https://upload.wikimedia.org/wikipedia/en/4/4b/Seema_Simham.jpg
1185,Sandade Sandadi,2002,,"Comedy, Drama            ",nan,0,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/Sandade_Sandadi.jpg/330px-Sandade_Sandadi.jpg
1186,Donga Ramudu,1988,U,Action            ,nan,135,https://upload.wikimedia.org/wikipedia/en/f/fe/Donga_Ramudu_%281988_film%29.jpg
1187,Vetagadu,1979,U,"Action, Drama            ",    Raja and Roja love each other. But Roja's father disagrees their relationship as he misunderstands that Raja's father cheated him. So Raja need to prove his father's innocence.,161,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Vetagaadu.jpg/330px-Vetagaadu.jpg
1188,Sher,2015,UA,Action            ,    A working-class hero with the heart of a tiger rubs a gangster the wrong way; the two struggle for dominance for the duration of the movie.,109,https://upload.wikimedia.org/wikipedia/en/e/e1/Sher-Movie-Poster.jpg
1189,Kaamannana Makkalu,2008,UA,"Action, Comedy, Drama            ","    Three thieves Kaamanna and his adopted sons Krishna and Rama, decide to mend their ways.",0,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Kaamannana_Makkalu.jpg/330px-Kaamannana_Makkalu.jpg
1190,Vinayakudu,2008,U,"Comedy, Romance            ","    Karthik and Kalpana do not get along very well initially but eventually they become friends. When Kalpana breaks off with Rajeev, she gets close to Karthik. But a small misunderstanding ruins all.",133,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Vinayakudu_%282008_film_poster%29.jpg/330px-Vinayakudu_%282008_film_poster%29.jpg
1191,Dongaata,1996,,Drama            ,    A thief finds an innocent lady in the train who travels from her home town to city to meet her loved one. In the mean while the thief gets closer to the lady to rob her necklace. Later she ...                See full summaryÂ Â»,0,https://upload.wikimedia.org/wikipedia/en/a/a7/Dongaata_1997_poster.jpg
1192,90 ML,,A,"Action, Drama, Romance            ",    Devadas(Kartikeya) an MBA gold medalist falls in love with Suvasana (Neha Solanki) a physiotherapist. How Devadas faced heroine and her family (Who're anti alcoholic) after they get to know...                See full summaryÂ Â»,159,https://upload.wikimedia.org/wikipedia/en/f/f3/90ML_%282019_Telugu_film%29_poster.jpg
1193,Kathanam,2019,UA,"Mystery, Thriller            ",    Anu (Anasuya Kasaba) an aspiring director develops a script on a producer's request. Twist in the tale arises when the murders scripted in the story start happening in real life. The parallel story is crux of Kathanam.,117,https://upload.wikimedia.org/wikipedia/en/e/ec/Kathanam.jpg
1194,Ramudu Bheemudu,1964,U,"Comedy, Drama            ",    The story of two look alikes Ramudu and Bheemudu.,167,https://upload.wikimedia.org/wikipedia/en/c/cd/Ramudu_Bheemudu.jpg
1195,Patel S.I.R,2017,,Action            ,"    Subhash Patel(Jagapati Babu) is a retired military officer who leads a happy and pleasant life with his family. Because of some unexpected events in his life, he targets DR's (Kabir Singh) ...                See full summaryÂ Â»",130,https://upload.wikimedia.org/wikipedia/en/6/64/Patel_S._I._R.jpg
1196,Nagarahaavu,2016,UA,Fantasy            ,    A woman is reborn as a snake to avenge her own murder.,142,https://upload.wikimedia.org/wikipedia/en/e/e0/VishnuDada.jpg
1197,Selfie Raja,2016,,Comedy            ,"    Selfie Raja is a comedy entertainer about a guy, who runs into a host of problems because of his addiction to selfies.",128,https://upload.wikimedia.org/wikipedia/en/7/70/Selfie_Raja.jpg
1198,Wish You Happy Breakup,2016,UA,"Comedy, Drama, Romance            ","    The story unfolds with 'Someone' about to commit suicide after the girl he loves ditches him. As he prepares to kill himself, he receives a call from his friend who suggests watching a ...                See full summaryÂ Â»",107,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSaUJq8R8THD2Ba9MXgCWjLzCGDUy6KoG-GUNzBLkSXRZBRpczIg1g4sbj-NWh-Yzr5xPayBA
1199,Lovers,2014,,Romance            ,"    All efforts to get a partner in life by Siddhu (Sumanth Ashwin) are thwarted by Chitra (Nanditha), who he has never seen. Siddhu falls in love with a girl, who he does not realize is the ...                See full summaryÂ Â»",130,https://upload.wikimedia.org/wikipedia/en/7/76/Lovers_Telugu_film_poster.jpg
1200,Ramudochhadu,1996,U,"Action, Comedy, Drama            ",    A rivalry between two influential families creates a rift between the villagers.,125,https://upload.wikimedia.org/wikipedia/en/d/d1/Ramudochadu.jpg
1201,Radha Gopalam,2005,,Drama            ,    The clash between husband and wife when they are standing against each other on the same case and how did they survive the ego tiff ?,153,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Radha_Gopalam.jpg/330px-Radha_Gopalam.jpg
1202,Donga Mogudu,1987,U,"Action, Comedy            ","    It is a remake of an English movie, Trading Places(1983) directed by John Landis with the lead roles of Eddie Murphy, Dan Aykroyd and Ralph Bellamy.",168,https://upload.wikimedia.org/wikipedia/en/9/92/Donga_Mogudu.jpg
1203,Rangula Raatnam,2018,U,Romance            ,"    Vishnu is a happy go software engineer sharing a very close bond with his mom. She even suggests him to love a girl. With this, as time passes, he falls in love with Keerthi. After this, ...                See full summaryÂ Â»",137,https://upload.wikimedia.org/wikipedia/en/6/6a/Rangula_Raatnam_poster.jpg
1204,Adda,2013,,Drama            ,    This story is about a marriage commission agent who fixes and makes arrangements for rejection of marriage according to client. This boy starts loving her client who came to make arrangements for her sister's marriage rejection.,0,https://upload.wikimedia.org/wikipedia/en/3/31/Adda_%282013_film%29.jpg
1205,Kalidasu,,,"Action, Drama, Romance            ",nan,0,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Film_poster_of_Kalidasu.jpg/330px-Film_poster_of_Kalidasu.jpg
1206,Ela Cheppanu,2003,,Romance            ,nan,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlK9t0KGauJk05TtzMdBAEB6dFeFoMEx3FsYanIAtOnNRlbdrxcoyPRb9V4o9L13f2nnwSDxBa96p3VipjQP8j__AdkWREFyYyTJvM9w
1207,Vishwanatha Nayakudu,1987,U,"Action, Drama, History            ",    The story is based on Indian historical events during the 16th century. It narrates the victory of Viswanatha Nayak on his father to express his devotion towards Srikrishnadevaraya. ...                See full summaryÂ Â»,154,https://m.media-amazon.com/images/M/MV5BZDU0YzI4YzQtNjZjZS00Y2Y0LTg5MTItNzdmMDg0NmI2Y2E3XkEyXkFqcGc@._V1_.jpg
1208,Sri Madvirat Veera Brahmendra Swamy Charitra,1984,U,"Drama, History, Musical            ",    The story of this film is based on the life of a well known saint and astrologer Pothuluru Veerabrahmendra Swamy.,173,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Srimadvirat_Veerabrahmendra_Swami_Charitra.jpg/330px-Srimadvirat_Veerabrahmendra_Swami_Charitra.jpg
1209,Brahma,2014,UA,"Action, Comedy, Drama            ","    Bramha (Upendra) a notorious gangster who is a nightmare for politicians and the police. The Police appoint ACP Shinde to nab Bramha, but Brahma escapes to Malaysia on a secret mission ...                See full summaryÂ Â»",0,https://upload.wikimedia.org/wikipedia/en/f/f9/Brahma_2014_Kannada_Film_Poster.jpg
1210,Madatha Kaaja,2011,UA,Comedy            ,    A comic account of a police informer who comes across two dangerous criminal dons whom he wishes to bring to justice.,141,https://upload.wikimedia.org/wikipedia/en/6/6c/Madatha_Kaja.jpg
1211,Dollar Dreams,2000,U,Drama            ,    Youngsters decide whether to make careers and settle down in the United States or in their homeland (India).,100,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT_yQsjOtlbZTqSSXsbUNK67cgVSdeRpYgQRhJJ_xeNWdBIkkyf2OKkX1rIz2WQ-J03qnlrHVinpo1TiJfqsv7gIkxdtZQnhNZEVehpXA
1212,Betting Bangarraju,2010,U,Comedy            ,nan,0,https://upload.wikimedia.org/wikipedia/en/5/57/Betting-bangarraju.jpg
1213,Athili Sathibabu LKG,2007,UA,Comedy            ,nan,149,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRY6bBwBiQqQEJIUhKy2F1n5owQLdDVG7G34XygNMaysU1bLEgCdhkAy-Srx4TCxGa31QUrTzSt8D1i30BSDPtWqW0SDhoYwqW5x1ja8Tk
1214,Vinara sodara veera kumara,2019,UA,"Drama, Romance            ",    Vinara Sodara Veera Kumara is an unusual story of love and realization. Ramana (Srinivas Sai) falls in love with Sulochana (Priyanka Jain) but their relationship fails to materialize due to...                See full summaryÂ Â»,0,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQqaMGXYYIA7hr7-IbqhBAp9uQCqjSmQ-BMMoCzkI1ro-5rvEgiIq0lJHY4dlNEQzIv3ZBy6zEL8e1_cLo-hrw9kk0ynUzrOZNH4aCn7Mk
1215,Tenali Ramakrishna,,U,"Comedy, Drama            ","    This film is based on a famous Telugu poet "" Tenali Ramakrishna """,204,https://upload.wikimedia.org/wikipedia/en/4/4e/Tenali_Ramakrishna_%281956%29.jpg
1216,Maharshi,1988,U,Romance            ,"    After a college student becomes obsessed with a co-ed, she and her husband attempt to heal him, with dangerous consequences.",132,https://upload.wikimedia.org/wikipedia/en/c/ce/Maharshi_%281987_film%29.JPG
1217,Idi Kathakaadu,1979,U,"Drama, Family            ",nan,0,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Idi_Katha_Kaadu.jpg/330px-Idi_Katha_Kaadu.jpg
1218,Agni Nakshatram,1989,,Drama            ,nan,0,https://upload.wikimedia.org/wikipedia/en/e/e2/Agni_Natchathiram_poster.jpg
1219,Bandipotu,2015,,"Comedy, Crime, Drama            ",    A woman with the help of a con man avenges her father's backstabbers.,140,https://upload.wikimedia.org/wikipedia/en/e/e1/Allari_Naresh_Bandipotu_Movie_Poster.jpg
1220,Onamalu,2012,U,Drama            ,    A Feel Good Heart Touching Movie..Must Watch..!!!!,0,https://upload.wikimedia.org/wikipedia/en/1/15/Onamalu_poster.jpg
1221,Vaana,2008,U,Romance            ,    The story of a young man who sacrifices his love for the happiness of everyone around him.,0,https://upload.wikimedia.org/wikipedia/en/c/ce/Vaana_poster.jpg
1222,Jodi,2019,,Romance            ,    Kapil (Aadi Saikumar) falls for Kanchana Mala (Shraddha Srinath) because of her ideals. But what happens when Kapil's father's (Naresh) ideals cause issues for them?,130,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Jodi%282019_film%29.jpg/330px-Jodi%282019_film%29.jpg
1223,Madhumasam,2007,U,Romance            ,"    A relationship between two opposites, an overly practical Sanjay and a hopelessly romantic Hamsa",139,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/Madhumasam_poster.jpg/330px-Madhumasam_poster.jpg
1224,Bhakta Prahlada,1932,U,"Drama, Fantasy            ",    Bhakta Prahlada is the first full length Telugu talkie film based on the story of Narasimha and Prahlada in Hindu mythology.,108,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Bhakta_Prahlada_1932.jpg/330px-Bhakta_Prahlada_1932.jpg
1225,Team 5,2017,U,"Adventure, Sport            ",    Akhil who is the back bone of his gang participates in racing tournaments all around the city along with his gang mates. Akhil's life takes a dramatic turn when he falls in love with an event manager Irene.,101,https://upload.wikimedia.org/wikipedia/en/e/ec/Team_5_poster.jpg
1226,Sandhippoma,1998,,"Drama, Romance            ","    Two friends, who've known each other for a while, fall in love. But, their relationship is thrown in turmoil when the boy's father is in the news for a secret relationship.",136,https://upload.wikimedia.org/wikipedia/en/0/09/Sandhippoma.jpg
1227,Ice Cream 2,2014,A,"Horror, Thriller            ",    Fate of a short film crew vs burglar crew who just robbed a bank.,87,https://upload.wikimedia.org/wikipedia/en/6/60/Icecream-2_film_poster.jpg
1228,Okkadine,2013,,"Action, Romance            ",    Shailaja comes in contact with a happy family when she visits her friend's village. Things take turn when she learns that they all died two years back.,133,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Image_of_okkadine_film.jpg/330px-Image_of_okkadine_film.jpg
1229,Kiccha Huccha,2010,UA,"Drama, Romance            ",nan,139,https://upload.wikimedia.org/wikipedia/en/f/fb/Kiccha_Huccha_film_poster.jpg
1230,Visakha Express,2008,A,"Action, Crime, Drama            ",    A mentally imbalanced doctor goes on the run from the police after being accused of killing his alcoholic father.,99,https://upload.wikimedia.org/wikipedia/en/a/ac/Visakha_Express.jpg
1231,Aaviri,2019,UA,"Drama, Thriller            ","    After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit.",0,https://upload.wikimedia.org/wikipedia/en/e/e2/Aaviri.jpg
1232,Brindavanam,1992,U,"Comedy, Drama            ",    Panakalu (Satyanarayana) betrays Ravi's (Rajendra Prasad) grandparents and fraudulently occupies their house named Brindavanam. Ravi promises his grandmother that he will take back the ...                See full summaryÂ Â»,153,https://upload.wikimedia.org/wikipedia/en/1/15/Brundavanam.jpg
1233,Rudranetra,1989,U,"Action, Crime, Thriller            ",    Agent Nethra is summoned to stop a maniac out to poison India.,126,https://upload.wikimedia.org/wikipedia/en/1/1e/Rudranetra_poster.jpg
1234,Kaali,1980,A,"Action, Drama            ",nan,0,https://upload.wikimedia.org/wikipedia/en/d/d1/Kaali_%281980%29.jpg
1235,Bobbili Puli,1982,A,"Action, Drama            ",    The story of a war-hero who returns to his place only to find the society in a mess and tries to repair it in his own way and ends up getting hanged.,169,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Bobbili_Puli.jpg/330px-Bobbili_Puli.jpg
1236,Manavoori Pandavulu,1978,U,Drama            ,    5 youngsters come together with help of Krishnamraju to oppose their village sarpanch's cruel deeds. A movie made on the lines of Mahabharatham without all the noise and shouting of a ...                See full summaryÂ Â»,152,https://upload.wikimedia.org/wikipedia/en/7/76/Manavoori_Pandavulu.jpg
1237,Next Nuvve,2017,A,Horror            ,    A hotel business owner (Aadi Sai Kumar) is blackmailed by his partner (Jayaprakash Reddy) to repay his debt in order to save lives of hotel customers.,142,https://upload.wikimedia.org/wikipedia/en/7/77/Next_Nuvve_poster.jpg
1238,Joru,2014,,Comedy            ,"    Friends on a road trip pick up a damsel in distress, only to find themselves pursued by goons who are apparently after said damsel.",140,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Joru_poster.jpg/330px-Joru_poster.jpg
1239,Ko antey koti,2012,,"Comedy, Crime, Romance            ",nan,0,https://upload.wikimedia.org/wikipedia/en/0/0a/Film_poster_of_Ko_Ante_Koti.jpg
1240,Kalyan Ram Kathi,2010,UA,"Action, Drama            ","    A football player, who's also a protective brother, unleashes his rage when his sister goes missing and is found married to a person harassing her.",129,https://upload.wikimedia.org/wikipedia/en/c/c1/Kalyam_Ram_Kathi_poster.jpg
1241,Priyamyna Neeku...,2001,,"Drama, Romance            ","    Evocative and eloquent, this touching romantic tale traces the twists and turns in the life of a quiet, introverted young woman, who falls in love with her friend's brother. When her own ...                See full summaryÂ Â»",0,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Priyamaina_Neeku.jpg/330px-Priyamaina_Neeku.jpg
1242,Vamsodharakudu,2000,,Drama            ,nan,0,https://upload.wikimedia.org/wikipedia/en/2/25/Vamsoddharakudu.jpg
1243,Super Police,1994,,"Action, Thriller            ",nan,95,https://upload.wikimedia.org/wikipedia/en/4/4b/Super_Police.jpg
1244,Bamma Maata Bangaru Baata,1990,U,"Comedy, Drama            ",    Bamma Maata Bangaru Baata movie is a fun ride where Krishna (Rajendra Prasad) marries Seetha (Gouthami) under unavoidable circumstances leaving his grandparents disappointed. They ask him ...                See full summaryÂ Â»,153,https://upload.wikimedia.org/wikipedia/en/6/64/Bamma_Maata_Bangaru_Baata.jpg
1245,Mantra 2,2013,,"Comedy, Crime, Horror            ",    A girl living with an old couple in their house as paying guest finds out that the old couple died years ago and the house where she lives is seized by police.,88,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTOEj5SxeGGEWxisiYYjV-aVh8_NdzoebOOlcmtfOO0mk4lOei0sqiZkzzhhBj9Q_B4uEjE
1246,Prema Ishq Kaadhal,2013,UA,Drama            ,"    Three youngsters are out in life with no intent of the future, until they meet three lovely ladies. What happens next, changes their perspective of life.",140,https://upload.wikimedia.org/wikipedia/en/2/2a/%22Prema_Ishq_Kaadhal%22.jpg
1247,Galipatam,2014,A,Drama            ,"    Galipatam is the story of a couple Karthi (Aadi) and Swetha (Erica Fernandes) who are considered as the best couple but actually have their own differences. One thing leads to another, and ...                See full summaryÂ Â»",135,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Galipatam.jpg/330px-Galipatam.jpg
1248,Katha,2009,,Drama            ,    Chitra (Genelia) is a loner and she comes to Araku seeking employment as a teacher in a kids school. Krishna (Arun) is an aspiring director. He comes to Araku to do trail shoot and complete...                See full summaryÂ Â»,0,https://m.media-amazon.com/images/M/MV5BY2VhMzViZjMtMzBmMS00ZDRiLTk2YmEtMTMyMDg4ODVlOGJkXkEyXkFqcGc@._V1_.jpg
1249,Peddannayya,1997,,Drama            ,nan,146,https://upload.wikimedia.org/wikipedia/en/3/38/Peddannayya_%281997_film%29.jpg
1250,Lakshmi Kalyanam,2007,,"Action, Drama            ",nan,0,https://upload.wikimedia.org/wikipedia/en/c/c8/Lakshmi_Kalyanam.jpg
